,Year ID,Location,Age,Sex,Disease Stage,Scenario,Measure,Metric,Mean,95% UI Lower,95% UI Upper
4441,2031,Brazil,50_to_54,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0033934311702199654,0.0029448741764552576,0.003880993119964213
4442,2031,Brazil,50_to_54,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4443,2031,Brazil,50_to_54,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4444,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,339.34311702199653,294.48741764552574,388.0993119964213
4445,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0033934311702199654,0.0029448741764552576,0.003880993119964213
4446,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4447,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4448,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,339.34311702199653,294.48741764552574,388.0993119964213
4449,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0033934311702199654,0.0029448741764552576,0.003880993119964213
4450,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4451,2031,Brazil,50_to_54,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4452,2031,Brazil,50_to_54,Male,AD Dementia,Reference,AD Deaths,Number,148.21883272225136,99.46263774782656,226.228744681331
4453,2031,Brazil,50_to_54,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0014821883272225136,0.0009946263774782656,0.00226228744681331
4454,2031,Brazil,50_to_54,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4455,2031,Brazil,50_to_54,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4456,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,148.21883272225136,99.46263774782656,226.228744681331
4457,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0014821883272225136,0.0009946263774782656,0.00226228744681331
4458,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4459,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4460,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,148.21883272225136,99.46263774782656,226.228744681331
4461,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0014821883272225136,0.0009946263774782656,0.00226228744681331
4462,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4463,2031,Brazil,50_to_54,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4464,2031,Brazil,55_to_59,Female,AD Dementia,Reference,AD Deaths,Number,924.417456715094,704.0394554306939,1088.2382718291612
4465,2031,Brazil,55_to_59,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.00924417456715094,0.007040394554306939,0.010882382718291613
4466,2031,Brazil,55_to_59,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4467,2031,Brazil,55_to_59,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4468,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,924.417456715094,704.0394554306939,1088.2382718291612
4469,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.00924417456715094,0.007040394554306939,0.010882382718291613
4470,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4471,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4472,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,924.417456715094,704.0394554306939,1088.2382718291612
4473,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.00924417456715094,0.007040394554306939,0.010882382718291613
4474,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4475,2031,Brazil,55_to_59,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4476,2031,Brazil,55_to_59,Male,AD Dementia,Reference,AD Deaths,Number,413.4525333831222,198.92527549565312,524.6166579248107
4477,2031,Brazil,55_to_59,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.004134525333831222,0.0019892527549565313,0.005246166579248107
4478,2031,Brazil,55_to_59,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4479,2031,Brazil,55_to_59,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4480,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,413.4525333831222,198.92527549565312,524.6166579248107
4481,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.004134525333831222,0.0019892527549565313,0.005246166579248107
4482,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4483,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4484,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,413.4525333831222,198.92527549565312,524.6166579248107
4485,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.004134525333831222,0.0019892527549565313,0.005246166579248107
4486,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4487,2031,Brazil,55_to_59,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4488,2031,Brazil,60_to_64,Female,AD Dementia,Reference,AD Deaths,Number,2086.765144905381,1850.785161229165,2340.29735877239
4489,2031,Brazil,60_to_64,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.02086765144905381,0.01850785161229165,0.023402973587723898
4490,2031,Brazil,60_to_64,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4491,2031,Brazil,60_to_64,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4492,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,2086.765144905381,1850.785161229165,2340.29735877239
4493,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.02086765144905381,0.01850785161229165,0.023402973587723898
4494,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4495,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4496,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,2086.765144905381,1850.785161229165,2340.29735877239
4497,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.02086765144905381,0.01850785161229165,0.023402973587723898
4498,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4499,2031,Brazil,60_to_64,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4500,2031,Brazil,60_to_64,Male,AD Dementia,Reference,AD Deaths,Number,873.7110139416922,645.5320214613843,1216.9546265616427
4501,2031,Brazil,60_to_64,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.008737110139416922,0.006455320214613842,0.012169546265616426
4502,2031,Brazil,60_to_64,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4503,2031,Brazil,60_to_64,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4504,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,873.7110139416922,645.5320214613843,1216.9546265616427
4505,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.008737110139416922,0.006455320214613842,0.012169546265616426
4506,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4507,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4508,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,873.7110139416922,645.5320214613843,1216.9546265616427
4509,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.008737110139416922,0.006455320214613842,0.012169546265616426
4510,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4511,2031,Brazil,60_to_64,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4512,2031,Brazil,65_to_69,Female,AD Dementia,Reference,AD Deaths,Number,3943.401049531477,3173.0531689355653,4768.355868498745
4513,2031,Brazil,65_to_69,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.039434010495314774,0.031730531689355655,0.04768355868498744
4514,2031,Brazil,65_to_69,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4515,2031,Brazil,65_to_69,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4516,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,3943.401049531477,3173.0531689355653,4768.355868498745
4517,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.039434010495314774,0.031730531689355655,0.04768355868498744
4518,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4519,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4520,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,3943.401049531477,3173.0531689355653,4768.355868498745
4521,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.039434010495314774,0.031730531689355655,0.04768355868498744
4522,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4523,2031,Brazil,65_to_69,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4524,2031,Brazil,65_to_69,Male,AD Dementia,Reference,AD Deaths,Number,1704.5165763058903,1343.7207334951472,2131.6208442818515
4525,2031,Brazil,65_to_69,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.017045165763058905,0.013437207334951472,0.021316208442818514
4526,2031,Brazil,65_to_69,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4527,2031,Brazil,65_to_69,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4528,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,1704.5165763058903,1343.7207334951472,2131.6208442818515
4529,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.017045165763058905,0.013437207334951472,0.021316208442818514
4530,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4531,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4532,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,1704.5165763058903,1343.7207334951472,2131.6208442818515
4533,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.017045165763058905,0.013437207334951472,0.021316208442818514
4534,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4535,2031,Brazil,65_to_69,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4536,2031,Brazil,70_to_74,Female,AD Dementia,Reference,AD Deaths,Number,7461.64807888597,6447.519223417935,8631.796758272165
4537,2031,Brazil,70_to_74,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0746164807888597,0.06447519223417934,0.08631796758272164
4538,2031,Brazil,70_to_74,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4539,2031,Brazil,70_to_74,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4540,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,7461.64807888597,6447.519223417935,8631.796758272165
4541,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0746164807888597,0.06447519223417934,0.08631796758272164
4542,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4543,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4544,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,7461.64807888597,6447.519223417935,8631.796758272165
4545,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0746164807888597,0.06447519223417934,0.08631796758272164
4546,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4547,2031,Brazil,70_to_74,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4548,2031,Brazil,70_to_74,Male,AD Dementia,Reference,AD Deaths,Number,3529.948516148355,2950.7249198521886,3894.644854557052
4549,2031,Brazil,70_to_74,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.03529948516148355,0.029507249198521882,0.03894644854557052
4550,2031,Brazil,70_to_74,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4551,2031,Brazil,70_to_74,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4552,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,3529.948516148355,2950.7249198521886,3894.644854557052
4553,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.03529948516148355,0.029507249198521882,0.03894644854557052
4554,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4555,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4556,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,3529.948516148355,2950.7249198521886,3894.644854557052
4557,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.03529948516148355,0.029507249198521882,0.03894644854557052
4558,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4559,2031,Brazil,70_to_74,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4560,2031,Brazil,75_to_79,Female,AD Dementia,Reference,AD Deaths,Number,13402.102874569886,12690.262427943284,14570.301306157104
4561,2031,Brazil,75_to_79,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.13402102874569885,0.12690262427943286,0.14570301306157105
4562,2031,Brazil,75_to_79,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4563,2031,Brazil,75_to_79,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4564,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,13402.102874569886,12690.262427943284,14570.301306157104
4565,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.13402102874569885,0.12690262427943286,0.14570301306157105
4566,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4567,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4568,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,13402.102874569886,12690.262427943284,14570.301306157104
4569,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.13402102874569885,0.12690262427943286,0.14570301306157105
4570,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4571,2031,Brazil,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4572,2031,Brazil,75_to_79,Male,AD Dementia,Reference,AD Deaths,Number,5456.793341537623,4861.96776284964,6034.0666900348115
4573,2031,Brazil,75_to_79,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.054567933415376225,0.0486196776284964,0.06034066690034812
4574,2031,Brazil,75_to_79,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4575,2031,Brazil,75_to_79,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4576,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,5456.793341537623,4861.96776284964,6034.0666900348115
4577,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.054567933415376225,0.0486196776284964,0.06034066690034812
4578,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4579,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4580,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,5456.793341537623,4861.96776284964,6034.0666900348115
4581,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.054567933415376225,0.0486196776284964,0.06034066690034812
4582,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4583,2031,Brazil,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4584,2031,Brazil,80_to_84,Female,AD Dementia,Reference,AD Deaths,Number,17638.04109394791,14681.465430698792,19449.821299197538
4585,2031,Brazil,80_to_84,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.1763804109394791,0.14681465430698792,0.19449821299197537
4586,2031,Brazil,80_to_84,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4587,2031,Brazil,80_to_84,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4588,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,17638.04109394791,14681.465430698792,19449.821299197538
4589,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.1763804109394791,0.14681465430698792,0.19449821299197537
4590,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4591,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4592,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,17638.04109394791,14681.465430698792,19449.821299197538
4593,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.1763804109394791,0.14681465430698792,0.19449821299197537
4594,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4595,2031,Brazil,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4596,2031,Brazil,80_to_84,Male,AD Dementia,Reference,AD Deaths,Number,7169.110909039421,5950.206034678801,7914.105568248632
4597,2031,Brazil,80_to_84,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0716911090903942,0.05950206034678801,0.07914105568248632
4598,2031,Brazil,80_to_84,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4599,2031,Brazil,80_to_84,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4600,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,7169.110909039421,5950.206034678801,7914.105568248632
4601,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0716911090903942,0.05950206034678801,0.07914105568248632
4602,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4603,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4604,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,7169.110909039421,5950.206034678801,7914.105568248632
4605,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0716911090903942,0.05950206034678801,0.07914105568248632
4606,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4607,2031,Brazil,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4608,2031,Brazil,85_to_89,Female,AD Dementia,Reference,AD Deaths,Number,17423.513836060443,13981.326470866054,21604.845117067114
4609,2031,Brazil,85_to_89,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.17423513836060442,0.1398132647086605,0.21604845117067112
4610,2031,Brazil,85_to_89,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4611,2031,Brazil,85_to_89,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4612,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,17423.513836060443,13981.326470866054,21604.845117067114
4613,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.17423513836060442,0.1398132647086605,0.21604845117067112
4614,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4615,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4616,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,17423.513836060443,13981.326470866054,21604.845117067114
4617,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.17423513836060442,0.1398132647086605,0.21604845117067112
4618,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4619,2031,Brazil,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4620,2031,Brazil,85_to_89,Male,AD Dementia,Reference,AD Deaths,Number,5991.161238457318,4175.480537609739,7912.155320449654
4621,2031,Brazil,85_to_89,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.05991161238457319,0.04175480537609739,0.07912155320449654
4622,2031,Brazil,85_to_89,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4623,2031,Brazil,85_to_89,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4624,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,5991.161238457318,4175.480537609739,7912.155320449654
4625,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.05991161238457319,0.04175480537609739,0.07912155320449654
4626,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4627,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4628,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,5991.161238457318,4175.480537609739,7912.155320449654
4629,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.05991161238457319,0.04175480537609739,0.07912155320449654
4630,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
4631,2031,Brazil,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4632,2031,Brazil,90_to_94,Female,AD Dementia,Reference,AD Deaths,Number,11077.407498189312,9796.09469426143,12489.386904648654
4633,2031,Brazil,90_to_94,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.11077407498189314,0.09796094694261429,0.12489386904648654
4634,2031,Brazil,90_to_94,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
4635,2031,Brazil,90_to_94,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4636,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,11077.407498189312,9796.09469426143,12489.386904648654
4637,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.11077407498189314,0.09796094694261429,0.12489386904648654
4638,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
4639,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
4640,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,11077.407498189312,9796.09469426143,12489.386904648654
4641,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.11077407498189314,0.09796094694261429,0.12489386904648654
4642,2031,Brazil,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
